TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF NOV 20, 2017 (B)",AT&T Inc : Recruitment,0.7,0,0,0,0,0,0,0,0,0,0.7,0
"WEEK OF NOV 20, 2017 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,62.3,0,0,0,0,0,0,0,62.3,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,3.6,0,0,0,0,0,0,0,3.6,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Wireless Store : Wireless Store,2.7,0,0,0,0,0,0,0,2.7,0,0,0
"WEEK OF NOV 20, 2017 (B)",Rutgers University Scarlet Knights Football Team/AT&T : Sponsored Event,3.4,0,0,0,0,0,0,0,3.4,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Business,50.1,0,0,0,0,0,0,0,0,0,50.1,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Business Services,126.8,0,110.4,15,1.4,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Business Wireless Service,56.2,0,0,0,0,0,0,0,0,0,0,56.2
"WEEK OF NOV 27, 2017 (B)",AT&T : Cable Service,6,0,3.3,0,0,0,0,0,2.7,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Consumer Wireless Service,9107.8,6389.9,1671.5,0,13.9,0,0,0,3.4,0,1029.1,0
"WEEK OF NOV 27, 2017 (B)",AT&T : ISP & Satellite Service,4.9,0,0,0,0,0,0,0,4.9,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T : ISP/Phone/TV,60,0,0,0,0,0,0,0,60,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Networking Systems,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Residential,147.5,0,0,0,0,0,0,0,0,0,147.5,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Satellite Service,102.4,98.3,0,0,0,0,0,0,4.1,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T : Telecommunications Equipment,126.3,0,0,0,0,0,0,0,0,0,0,126.3
"WEEK OF NOV 27, 2017 (B)",AT&T : Vignette,3.5,0,3.5,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T A Tu Manera : Consumer Wireless Service,4,0,0,0,0,0,0,0,0,0,0,4
"WEEK OF NOV 27, 2017 (B)",AT&T Business : Business Wireless Service,25.2,0,0,0,0,0,0,0,0,0,0,25.2
"WEEK OF NOV 27, 2017 (B)",AT&T Business : ISP,134.1,0,0,0,134.1,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T Business : ISP/Phone/TV,26,0,0,0,0,0,0,0,0,0,0,26
"WEEK OF NOV 27, 2017 (B)",AT&T Communications : Corporate Promotion,470,0,0,0,0,0,0,0,0,470,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,122.4,0,0,0,0,0,0,0,0,122.4,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T Inc : Corporate Promotion,56.5,0,5.4,0,51.1,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T Inc : Recruitment,0.4,0,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF NOV 27, 2017 (B)",AT&T Performing Arts Center : Live Event,29,0,0,0,0,0,0,0,24,0,0,5
"WEEK OF NOV 27, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,79.3,0,0,0,0,0,0,0,79.3,0,0,0
"WEEK OF NOV 27, 2017 (B)",AT&T Wireless Store : Wireless Store,12.5,0,0,0,0,0,0,0,0,0,0,12.5
"WEEK OF DEC 04, 2017 (B)",AT&T : Business,49.3,0,0,0,0,0,0,0,0,0,49.3,0
"WEEK OF DEC 04, 2017 (B)",AT&T : Business Services,179.7,57.4,108,7.5,6.9,0,0,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T : Consumer Wireless Service,2702.9,714.9,896.6,0,12.6,0,0,0,0.3,0,1078.5,0
"WEEK OF DEC 04, 2017 (B)",AT&T : ISP,2.3,0,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T : ISP & Satellite Service,26.7,0,0,0,0,0,0,0,26.7,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T : ISP/Phone/TV,104.8,0,0,0,0,0,0,0,104.8,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T : Networking Systems,1,0,0,0,1,0,0,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T : Phone & Wireless,2.7,0,2.7,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T : Residential,90.3,0,0,0,0,0,0,0,0,0,90.3,0
"WEEK OF DEC 04, 2017 (B)",AT&T : Satellite Service,8.4,0,0,0,0,0,0,0,8.4,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T : Vignette,10.4,0,10.4,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Business : ISP,162.9,0,0,0,106.1,0,0,0,56.8,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Communications : Corporate Promotion,487.2,0,0,0,0,0,0,0,0,487.2,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,133.2,0,0,0,0,0,0,0,0,133.2,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Inc : Corporate Promotion,66.3,0,14.7,0,51.6,0,0,0,0,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Mobility Llc : Legal Messages,0.4,0,0,0,0,0,0,0,0.4,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Performing Arts Center : Live Event,14,0,0,0,0,0,0,0,14,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Unlimited Choice Plan : ISP & Wireless Service,1.1,0,0,0,0,0,0,0,1.1,0,0,0
"WEEK OF DEC 04, 2017 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,96.4,0,0,0,0,0,0,0,96.4,0,0,0
"WEEK OF DEC 04, 2017 (B)",Miss Carnaval Miami Beauty Pageant/AT&T & BB&T Bank : Sponsored Event,6.9,0,0,0,0,0,0,0,6.9,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : Business,49.3,0,0,0,0,0,0,0,0,0,49.3,0
"WEEK OF DEC 11, 2017 (B)",AT&T : Business Services,125.2,90,28.9,0,6.2,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : Cable Service,2.4,0,2.4,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : Consumer Wireless Service,1082,0,0,0,3.2,0,0,0,0.3,0,1078.5,0
"WEEK OF DEC 11, 2017 (B)",AT&T : ISP,7.9,0,0,0,0,0,0,0,7.9,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : ISP & Satellite Service,0.8,0,0,0,0,0,0,0,0.8,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : ISP/Phone/TV,74.5,0,0,0,0.3,0,0,0,74.2,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : ISP/Phone/TV/Wireless,0.6,0,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : Residential,90.3,0,0,0,0,0,0,0,0,0,90.3,0
"WEEK OF DEC 11, 2017 (B)",AT&T : Satellite Service,1.2,0,0,0,0,0,0,0,1.2,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T : Vignette,10.4,0,10.4,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T Business : ISP,89.4,0,0,0,89.4,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T Communications : Corporate Promotion,487.2,0,0,0,0,0,0,0,0,487.2,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,133.2,0,0,0,0,0,0,0,0,133.2,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T Inc : Corporate Promotion,360.2,0,12.6,0,0,347.6,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,81.1,0,0,0,0,0,0,0,81.1,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : Business,49.3,0,0,0,0,0,0,0,0,0,49.3,0
"WEEK OF DEC 18, 2017 (B)",AT&T : Business Services,226.4,131.5,82,0,12.8,0,0,0,0,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : Consumer Wireless Service,1083.3,0,0,0,4.7,0,0,0,0,0,1078.5,0
"WEEK OF DEC 18, 2017 (B)",AT&T : ISP,22.2,0,0,0,0,0,0,0,22.2,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : ISP & Satellite Service,2.3,0,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : ISP/Phone/TV,107.4,0,0,0,0,0,0,0,107.4,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : ISP/Phone/TV/Wireless,1.3,0,0,0,0,0,0,0,1.3,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : Residential,90.3,0,0,0,0,0,0,0,0,0,90.3,0
"WEEK OF DEC 18, 2017 (B)",AT&T : Satellite Service,56.2,0,0,0,0,0,0,0,56.2,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : Various Telecom Services,2,0,0,0,0,0,0,0,2,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T : Vignette,6.9,0,6.9,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T Business : ISP,159.9,0,0,0,103.1,0,0,0,56.8,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T Communications : Corporate Promotion,487.2,0,0,0,0,0,0,0,0,487.2,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,133.2,0,0,0,0,0,0,0,0,133.2,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T Inc : Corporate Promotion,9.9,0,9.9,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,108.9,0,0,0,0,0,0,0,108.9,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,3.1,0,0,0,0,0,0,0,3.1,0,0,0
"WEEK OF DEC 18, 2017 (B)",AT&T Wireless Store : Wireless Store,2.5,0,0,0,0,0,0,0,2.5,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T : Business,50.4,0,1,0,0,0,0,0,0,0,49.3,0
"WEEK OF DEC 25, 2017 (B)",AT&T : Business Services,205,138.3,64.8,0,1.8,0,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T : Consumer Wireless Service,2834.2,0,1750.6,0,1.4,0,0,0,3.6,0,1078.5,0
"WEEK OF DEC 25, 2017 (B)",AT&T : ISP,12.1,0,0,0,0,0,0,0,12.1,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T : ISP & Satellite Service,3.1,0,0,0,0,0,0,0,3.1,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T : ISP/Phone/TV,109,0,0,0,0,0,0,0,109,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T : ISP/Phone/TV/Wireless,0.2,0,0,0,0,0,0,0,0.2,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T : Residential,90.3,0,0,0,0,0,0,0,0,0,90.3,0
"WEEK OF DEC 25, 2017 (B)",AT&T : Satellite Service,27.6,0,0,0,0,0,0,0,27.6,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T Business : ISP,125.6,0,0,0,125.6,0,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T Communications : Corporate Promotion,487.2,0,0,0,0,0,0,0,0,487.2,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,133.2,0,0,0,0,0,0,0,0,133.2,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T Inc : Corporate Promotion,215.6,0,215.6,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T Services Inc : Recruitment,0.9,0,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,0.3,0,0,0,0,0,0,0,0.3,0,0,0
"WEEK OF DEC 25, 2017 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,83.8,0,0,0,0,0,0,0,83.8,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T : Business Services,36.7,0,5.9,30,0.8,0,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T : Business Wireless Service,26.5,0,0,0,0,0,0,0,0,0,0,26.5
"WEEK OF JAN 01, 2018 (B)",AT&T : Consumer Wireless Service,11043.1,5828.7,5190.2,0,6.7,0,0,0,0,0,17.5,0
"WEEK OF JAN 01, 2018 (B)",AT&T : ISP/Phone/TV,117.7,0,0,0,0,0,0,0,117.7,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T : Networking Services,79.1,0,0,0,0,0,0,0,0,0,0,79.1
"WEEK OF JAN 01, 2018 (B)",AT&T : Residential,29.5,0,0,0,0,0,0,0,0,0,29.5,0
"WEEK OF JAN 01, 2018 (B)",AT&T : Satellite Service,32.9,0,0,0,0,0,0,0,32.9,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T : Telecommunications Equipment,41.5,0,0,0,0,0,0,0,0,0,0,41.5
"WEEK OF JAN 01, 2018 (B)",AT&T : Telephone Equipment,19.1,0,0,0,0,0,0,0,0,0,0.2,18.9
"WEEK OF JAN 01, 2018 (B)",AT&T : Various Telecom Services,11.2,0,0,0,0,0,0,0,11.2,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Business : Business Wireless Service,9.9,0,0,0,0,0,0,0,0,0,0,9.9
"WEEK OF JAN 01, 2018 (B)",AT&T Communications : Corporate Promotion,12.2,0,0,0,0,0,0,0,0,12.2,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Go Phone : Pre-Paid Wireless Service,23.9,0,0,0,0,0,0,0,0,23.9,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Inc : Corporate Promotion,373.8,0,12.2,0,0,361.6,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Services Inc : Recruitment,0.9,0,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,98.5,0,0,0,0,0,0,0,98.5,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Unlimited Plus Plan : Consumer Wireless Service,0.7,0,0,0,0.7,0,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Unlimited Plus Plan : ISP/Phone/TV,0.7,0,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Unlimited Plus Plan Consumer Wireless Service & CenturyLink ISP : Combo,1.7,0,0,0,0,0,0,0,1.7,0,0,0
"WEEK OF JAN 01, 2018 (B)",AT&T Wireless Store : Wireless Store,12.5,0,0,0,0,0,0,0,0,0,0,12.5
"WEEK OF JAN 08, 2018 (B)",AT&T : Business Services,313.3,204.4,91.9,15,2,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T : Consumer Wireless Service,5714.1,784.2,4907.4,0,5,0,0,0,0,0,17.5,0
"WEEK OF JAN 08, 2018 (B)",AT&T : ISP & Satellite Service,2.3,0,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T : ISP/Phone/TV,76.8,0,0,0,0,0,0,0,76.8,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T : Residential,29.5,0,0,0,0,0,0,0,0,0,29.5,0
"WEEK OF JAN 08, 2018 (B)",AT&T : Satellite Service,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T : Telephone Equipment,0.2,0,0,0,0,0,0,0,0,0,0.2,0
"WEEK OF JAN 08, 2018 (B)",AT&T : Vignette,22,0,22,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T Business : ISP,0.6,0,0.6,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T Communications : Corporate Promotion,12.2,0,0,0,0,0,0,0,0,12.2,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T Go Phone : Pre-Paid Wireless Service,23.9,0,0,0,0,0,0,0,0,23.9,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T Inc : Corporate Promotion,3.7,0,3.7,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T Services Inc : Recruitment,0.9,0,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF JAN 08, 2018 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,89.1,0,0,0,0,0,0,0,89.1,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T : Business Services,402.5,162.5,224.9,15,0,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T : Consumer Wireless Service,26.5,0,8.3,0,0.7,0,0,0,0,0,17.5,0
"WEEK OF JAN 15, 2018 (B)",AT&T : ISP/Phone/TV,66.3,0,0,0,0,0,0,0,66.3,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T : Residential,29.5,0,0,0,0,0,0,0,0,0,29.5,0
"WEEK OF JAN 15, 2018 (B)",AT&T : Satellite Service,0.5,0,0,0,0,0,0,0,0.5,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T : Telephone Equipment,0.2,0,0,0,0,0,0,0,0,0,0.2,0
"WEEK OF JAN 15, 2018 (B)",AT&T : Vignette,116.4,0,19.6,96.8,0,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Business : ISP,14.4,0,14.4,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Communications : Corporate Promotion,12.2,0,0,0,0,0,0,0,0,12.2,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Go Phone : Pre-Paid Wireless Service,23.9,0,0,0,0,0,0,0,0,23.9,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Inc : Corporate Promotion,13.5,0,10.8,0,2.7,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Pebble Beach National Pro-Am : Sponsored Event,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Performing Arts Center : Live Event,35,0,0,0,0,0,0,0,35,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Services Inc : Recruitment,0.4,0,0,0,0,0,0,0,0.4,0,0,0
"WEEK OF JAN 15, 2018 (B)",AT&T Unlimited Choice Plan Satellite & Wireless Service & AT&T Unlimited Plus Plan : Combo,5.5,0,0,0,0,0,0,0,5.5,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T : Business Services,390.9,223.9,152,15,0,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T : Consumer Wireless Service,3645,2544.1,964.7,0,1.9,0,0,0,116.8,0,17.5,0
"WEEK OF JAN 22, 2018 (B)",AT&T : ISP/Phone/TV,27.7,0,0,0,0,0,0,0,27.7,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T : Residential,29.5,0,0,0,0,0,0,0,0,0,29.5,0
"WEEK OF JAN 22, 2018 (B)",AT&T : Telephone Equipment,0.2,0,0,0,0,0,0,0,0,0,0.2,0
"WEEK OF JAN 22, 2018 (B)",AT&T : Vignette,22.3,0,22.3,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Access : ISP,781.6,0,0,0,781.6,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Business : ISP,1.4,0,1.4,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Communications : Corporate Promotion,12.2,0,0,0,0,0,0,0,0,12.2,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Go Phone : Pre-Paid Wireless Service,23.9,0,0,0,0,0,0,0,0,23.9,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Inc : Corporate Promotion,740.2,0,21.7,0,0.1,0,0,696.7,21.7,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Pebble Beach National Pro-Am : Sponsored Event,5.7,0,0,0,5.7,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Performing Arts Center : Live Event,71.5,0,0,0,0,0,0,0,71.5,0,0,0
"WEEK OF JAN 22, 2018 (B)",AT&T Services Inc : Recruitment,0.8,0,0,0,0,0,0,0,0.8,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T : Business,60.9,0,0,0,0,0,0,0,0,0,60.9,0
"WEEK OF JAN 29, 2018 (B)",AT&T : Business Services,726.7,514.2,197.5,15,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T : Business Wireless Service,11.8,0,0,0,0,0,0,0,0,0,0,11.8
"WEEK OF JAN 29, 2018 (B)",AT&T : Consumer Wireless Service,4147,1856.9,2170.2,0,6.4,0,0,0,0,0,113.5,0
"WEEK OF JAN 29, 2018 (B)",AT&T : ISP,194.2,0,0,0,0,0,0,0,0,0,194.2,0
"WEEK OF JAN 29, 2018 (B)",AT&T : ISP/Phone/TV,123.2,0,0,0,0,0,0,0,123.2,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T : Residential,81.9,0,0,0,0,0,0,0,0,0,81.9,0
"WEEK OF JAN 29, 2018 (B)",AT&T : Satellite & Wireless Service,86.3,0,0,0,0,0,0,0,0,86.3,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T : Telecommunications Equipment,357.9,0,0,0,0,0,0,0,0,0,0,357.9
"WEEK OF JAN 29, 2018 (B)",AT&T : Telephone Equipment,63.2,0,0,0,0,0,0,0,0,0,0.1,63.1
"WEEK OF JAN 29, 2018 (B)",AT&T : Vignette,36,0,35.5,0,0.5,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Access : ISP,1017.5,0,0,0,1017.5,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Business : Business Wireless Service,63.6,0,0,0,0,0,0,0,0,0,0,63.6
"WEEK OF JAN 29, 2018 (B)",AT&T Business : ISP,647.3,0,21,0,207.1,0,0,0,419.2,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Business : ISP/Phone/TV,7.7,0,0,0,0,0,0,0,0,0,0,7.7
"WEEK OF JAN 29, 2018 (B)",AT&T Business : Telecommunications Equipment,11.8,0,0,0,0,0,0,0,0,0,0,11.8
"WEEK OF JAN 29, 2018 (B)",AT&T Communications : Corporate Promotion,102.8,0,0,0,0,0,0,0,0,102.8,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Go Phone : Pre-Paid Wireless Service,104,0,0,0,0,0,0,0,0,104,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Inc : Corporate Promotion,19.4,0,19.3,0,0.1,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Pebble Beach National Pro-Am : Sponsored Event,20,0,0,0,20,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Performing Arts Center : Live Event,14,0,0,0,0,0,0,0,14,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Services Inc : Recruitment,0.8,0,0,0,0,0,0,0,0.8,0,0,0
"WEEK OF JAN 29, 2018 (B)",AT&T Wireless Store : Wireless Store,12.5,0,0,0,0,0,0,0,0,0,0,12.5
"WEEK OF FEB 05, 2018 (B)",AT&T : Business,106.6,0,0,0,0,0,0,0,0,0,106.6,0
"WEEK OF FEB 05, 2018 (B)",AT&T : Business Services,1447.9,1250.6,182.3,15,0,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T : Consumer Wireless Service,4616.7,2620.6,1806.2,0,4.5,0,0,0,0,0,185.4,0
"WEEK OF FEB 05, 2018 (B)",AT&T : ISP,339.9,0,0,0,0,0,0,0,0,0,339.9,0
"WEEK OF FEB 05, 2018 (B)",AT&T : ISP/Phone/TV,35,0,0,0,0,0,0,0,35,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T : ISP/Phone/TV/Wireless,0.7,0,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T : ISP/TV/Wireless,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T : Residential,121.2,0,0,0,0,0,0,0,0,0,121.2,0
"WEEK OF FEB 05, 2018 (B)",AT&T : Satellite & Wireless Service,151.1,0,0,0,0,0,0,0,0,151.1,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T : Vignette,47.8,0,47.7,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T Access : ISP,929.3,0,0,0,929.3,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T Business : ISP,599.3,0,4.1,0,276.2,0,0,0,319.1,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T Communications : Corporate Promotion,170.8,0,0,0,0,0,0,0,0,170.8,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T Go Phone : Pre-Paid Wireless Service,164.1,0,0,0,0,0,0,0,0,164.1,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T Inc : Corporate Promotion,56.9,0,56.8,0,0.1,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T Mobility Llc : Legal Messages,1.7,0,0,0,0,0,0,0,1.7,0,0,0
"WEEK OF FEB 05, 2018 (B)",AT&T Pebble Beach National Pro-Am : Sponsored Event,2.6,0,0,0,2.6,0,0,0,0,0,0,0
